Park Unit,Total Recreation Visits,Total Visitor Spending,Jobs,Labor Income,Value Added,Economic Output,Year
Isle Royale NP,"6,493","$1,104 ",17,$344 ,$622 ,"$1,200 ",2020
James A Garfield NHSa,"14,797",$544 ,9,$274 ,$458 ,$804 ,2020
Jean Lafitte NP&PRES,"192,600","$11,540 ",165,"$5,114 ","$9,038 ","$15,382 ",2020
Jewel Cave NM,"35,878","$2,150 ",31,$893 ,"$1,504 ","$2,752 ",2020
Jimmy Carter NHS,"14,268",$855 ,14,$314 ,$550 ,"$1,065 ",2020
John D Rockefeller Jr MEM PKWY,"1,373,817","$8,259 ",104,"$3,211 ","$5,636 ","$8,958 ",2020
John Day Fossil Beds NMa,"88,572","$4,343 ",58,"$1,769 ","$2,902 ","$5,058 ",2020
John F Kennedy NHS,451,$27 ,0,$15 ,$25 ,$39 ,2020
John Muir NHS,"33,602","$2,013 ",24,"$1,154 ","$1,829 ","$2,775 ",2020
Johnstown Flood NMEMa,"87,805","$5,567 ",91,"$2,874 ","$4,670 ","$8,161 ",2020
Joshua Tree NPa,"2,399,542","$121,857 ","1,512","$60,065 ","$102,413 ","$163,752 ",2020
Kalaupapa NHP,"15,848",$950 ,11,$446 ,$797 ,"$1,233 ",2020
Kaloko-Honokohau NHP,"133,877","$8,021 ",90,"$3,764 ","$6,734 ","$10,413 ",2020
Katahdin Woods and Waters NMb,"41,432","$2,724 ",38,$999 ,"$1,841 ","$3,271 ",2020
Katmai NP&PRES,"51,511","$79,269 ",975,"$37,287 ","$69,812 ","$112,909 ",2020
Kenai Fjords NP,"115,882","$21,215 ",363,"$11,597 ","$17,692 ","$30,560 ",2020
Kennesaw Mountain NBP,"2,356,400","$141,182 ","2,161","$75,165 ","$127,684 ","$214,432 ",2020
Keweenaw NHP,"2,130",$128 ,2,$36 ,$70 ,$135 ,2020
Kings Canyon NP,"415,077","$35,782 ",468,"$15,902 ","$26,344 ","$44,391 ",2020
Kings Mountain NMPa,"249,477","$10,228 ",148,"$5,045 ","$8,267 ","$14,006 ",2020
Klondike Gold Rush AK NHPa,297,$50 ,1,$26 ,$38 ,$62 ,2020
Klondike Gold Rush WA NHP,"13,002",$779 ,9,$376 ,$679 ,"$1,037 ",2020
Knife River Indian Villages NHS,"5,263",$315 ,5,$142 ,$231 ,$417 ,2020
Kobuk Valley NP,"11,185","$17,214 ",212,"$8,097 ","$15,161 ","$24,520 ",2020
Korean War Veterans MEM,"1,363,714","$26,482 ",343,"$14,435 ","$24,428 ","$38,216 ",2020
Lake Chelan NRA,"30,599","$2,149 ",23,"$1,018 ","$1,865 ","$2,790 ",2020
Lake Clark NP&PRES,"4,948","$7,617 ",94,"$3,583 ","$6,709 ","$10,850 ",2020
Lake Mead NRA,"8,016,509","$360,764 ","4,266","$161,171 ","$265,985 ","$427,513 ",2020
Lake Meredith NRA,"1,612,785","$72,166 ",961,"$27,137 ","$45,152 ","$81,869 ",2020
Lake Roosevelt NRA,"1,519,403","$68,533 ",835,"$26,478 ","$48,554 ","$80,645 ",2020
Lassen Volcanic NP,"542,274","$33,295 ",444,"$12,835 ","$21,287 ","$37,718 ",2020
Lava Beds NMa,"111,259","$4,850 ",58,"$1,777 ","$2,896 ","$5,090 ",2020
Lewis and Clark NHP,"161,231","$9,660 ",133,"$4,891 ","$8,312 ","$13,631 ",2020
Lincoln Boyhood NMEMa,"110,691","$5,407 ",82,"$2,439 ","$4,226 ","$7,343 ",2020
Lincoln Home NHSa,"27,744","$1,730 ",25,$647 ,"$1,236 ","$2,158 ",2020
Lincoln MEM,"2,980,074","$57,871 ",749,"$31,544 ","$53,382 ","$83,513 ",2020
Little Bighorn Battlefield NM,"97,461","$5,839 ",90,"$2,631 ","$4,197 ","$7,681 ",2020
Little River Canyon NPRES,"802,375","$48,074 ",743,"$20,639 ","$35,431 ","$63,766 ",2020
Little Rock Central High School NHS,"68,498","$4,104 ",65,"$1,655 ","$3,038 ","$5,521 ",2020
Longfellow NHS,"30,015","$1,798 ",24,"$1,001 ","$1,643 ","$2,579 ",2020
Lowell NHP,"53,954","$3,232 ",42,"$1,791 ","$2,946 ","$4,629 ",2020
Lyndon B Johnson NHP,"75,322","$4,513 ",64,"$2,273 ","$3,863 ","$6,454 ",2020
Lyndon Baines Johnson Memorial Grove on the Potomac NMEM,"211,228","$12,656 ",164,"$6,780 ","$11,283 ","$17,666 ",2020
Maggie L Walker NHS,"1,849",$111 ,2,$50 ,$87 ,$151 ,2020
Mammoth Cave NP,"290,392","$25,146 ",333,"$12,307 ","$21,089 ","$34,507 ",2020
Manassas NBP,"558,036","$33,434 ",429,"$17,851 ","$29,754 ","$46,451 ",2020
Manhattan Project (New Mexico) NHP,"1,517",$91 ,1,$37 ,$62 ,$107 ,2020
Manhattan Project (Tennessee) NHP,"9,610",$187 ,2,$79 ,$124 ,$211 ,2020
Manhattan Project (Washington) NHP,264,$9 ,0,$3 ,$6 ,$10 ,2020
Manzanar NHSa,"65,288","$7,015 ",87,"$3,034 ","$4,947 ","$8,160 ",2020
Marsh - Billings - Rockefeller NHP,"23,537","$1,410 ",19,$619 ,"$1,098 ","$1,794 ",2020
Martin Luther King Jr NHS,"198,158","$11,873 ",181,"$6,345 ","$10,783 ","$18,073 ",2020
"Martin Luther King, Jr. MEM","1,083,671","$21,044 ",272,"$11,471 ","$19,412 ","$30,369 ",2020
Martin Van Buren NHS,"11,480",$688 ,9,$328 ,$565 ,$892 ,2020
Mary McLeod Bethune Council House NHS,577,$11 ,0,$6 ,$10 ,$16 ,2020
Mesa Verde NPa,"287,477","$30,196 ",425,"$11,524 ","$20,724 ","$37,437 ",2020
Minidoka (Idaho) NHS,"4,764",$85 ,1,$29 ,$45 ,$88 ,2020
Minidoka (Washington) NHS,"1,983",$119 ,1,$41 ,$79 ,$130 ,2020
Minute Man NHP,"1,083,972","$64,945 ",853,"$36,086 ","$59,302 ","$93,206 ",2020
Minuteman Missile NHS,"98,908","$7,531 ",108,"$3,158 ","$5,220 ","$9,611 ",2020
Mississippi NRRA,"204,707","$9,210 ",129,"$4,496 ","$7,653 ","$12,959 ",2020
Missouri NRR,"111,603","$5,021 ",70,"$1,977 ","$3,294 ","$5,946 ",2020
Mojave NPRES,"608,634","$36,453 ",459,"$17,462 ","$28,845 ","$46,228 ",2020
Monocacy NBa,"155,116","$5,512 ",78,"$2,207 ","$3,871 ","$6,582 ",2020
Montezuma Castle NM,"242,028","$14,501 ",208,"$7,518 ","$12,875 ","$21,307 ",2020
Moores Creek NB,"58,785","$3,869 ",53,"$1,428 ","$2,588 ","$4,604 ",2020
Morristown NHP,"262,361","$15,719 ",189,"$8,833 ","$14,772 ","$22,246 ",2020
Mount Rainier NPa,"1,160,753","$41,074 ",445,"$18,741 ","$33,547 ","$51,251 ",2020
Mount Rushmore NMEM,"2,074,985","$124,321 ","1,825","$52,418 ","$88,035 ","$161,507 ",2020
Muir Woods NMa,"324,232","$37,255 ",368,"$21,912 ","$35,670 ","$50,622 ",2020
Natchez NHP,"57,646","$3,454 ",51,"$1,381 ","$2,468 ","$4,390 ",2020
Natchez Trace PKWY,"6,124,809","$152,711 ","1,854","$56,413 ","$91,516 ","$158,712 ",2020
National Capital Parks Central,"665,650","$12,926 ",168,"$7,048 ","$11,924 ","$18,681 ",2020
National Capital Parks East,"893,421","$17,350 ",232,"$9,495 ","$16,164 ","$25,502 ",2020
National Park of American Samoa,"4,819",$289 ,3,$136 ,$242 ,$375 ,2020
Natural Bridges NM,"52,542","$3,398 ",43,"$1,202 ","$2,139 ","$3,798 ",2020
Navajo NM,"3,985",$256 ,3,$88 ,$158 ,$282 ,2020
New Bedford Whaling NHPa,"18,244","$1,004 ",14,$585 ,$962 ,"$1,497 ",2020
New Orleans Jazz NHP,"9,639",$578 ,8,$267 ,$468 ,$787 ,2020
New River Gorge NR,"1,054,375","$47,432 ",665,"$18,371 ","$31,075 ","$55,318 ",2020
Nez Perce NHP,"301,472","$18,062 ",242,"$7,216 ","$13,235 ","$22,317 ",2020
Nicodemus NHSa,263,$15 ,0,$5 ,$8 ,$15 ,2020
Ninety Six NHS,"95,417","$5,717 ",84,"$2,475 ","$4,275 ","$7,463 ",2020
Niobrara NSRa,"102,767","$10,671 ",173,"$3,350 ","$5,758 ","$11,952 ",2020
Noatak NPRES,"12,533","$19,287 ",237,"$9,072 ","$16,986 ","$27,472 ",2020
North Cascades NP,"30,885","$1,528 ",15,$698 ,"$1,207 ","$1,795 ",2020
Obed W&SRa,"237,837","$4,507 ",52,"$1,672 ","$2,580 ","$4,456 ",2020
Ocmulgee NM,"61,302","$3,673 ",59,"$1,346 ","$2,361 ","$4,501 ",2020
Olympic NP,"2,499,178","$213,024 ","2,412","$103,933 ","$191,636 ","$291,362 ",2020
Oregon Caves NM,"22,789","$1,480 ",20,$608 ,"$1,004 ","$1,776 ",2020
Organ Pipe Cactus NM,"191,512","$11,881 ",166,"$5,953 ","$10,315 ","$17,198 ",2020
Ozark NSR,"1,316,795","$58,457 ",888,"$18,926 ","$31,824 ","$63,434 ",2020
Padre Island NS,"617,704","$27,503 ",373,"$10,388 ","$17,547 ","$31,697 ",2020
Palo Alto Battlefield NHP,"97,861","$5,863 ",89,"$2,354 ","$4,002 ","$7,420 ",2020
Paterson Great Falls NHP,"339,768","$20,357 ",236,"$11,309 ","$17,969 ","$27,055 ",2020
Pea Ridge NMP,"80,455","$4,820 ",76,"$1,988 ","$3,399 ","$6,267 ",2020
Pecos NHP,"36,695","$2,199 ",33,$957 ,"$1,626 ","$2,892 ",2020
Pennsylvania Avenue NHS,"15,897",$309 ,4,$168 ,$285 ,$445 ,2020
Perry's Victory & International Peace MEMa,"40,470","$3,722 ",62,"$2,086 ","$3,552 ","$5,925 ",2020
Petersburg NB,"152,878","$9,160 ",139,"$4,154 ","$7,242 ","$12,684 ",2020
Petrified Forest NP,"384,484","$25,308 ",328,"$8,416 ","$15,422 ","$27,947 ",2020
Petroglyph NM,"356,493","$21,359 ",324,"$9,180 ","$15,658 ","$28,117 ",2020
Pictured Rocks NL,"1,212,251","$54,244 ",679,"$16,734 ","$30,877 ","$54,681 ",2020
Pinnacles NPb,"165,741","$10,336 ",114,"$5,044 ","$8,068 ","$12,412 ",2020
Pipe Spring NM,"10,623",$637 ,9,$237 ,$412 ,$748 ,2020
Pipestone NM,"38,230","$2,291 ",34,"$1,001 ","$1,670 ","$2,987 ",2020
Piscataway P,"166,484","$9,975 ",127,"$5,329 ","$8,878 ","$13,818 ",2020
Point Reyes NS,"2,252,424","$101,434 ","1,077","$53,665 ","$84,413 ","$126,746 ",2020
Port Chicago Naval Magazine NMEM,70,$4 ,0,$3 ,$4 ,$6 ,2020
President's Park,"369,533","$7,176 ",93,"$3,912 ","$6,619 ","$10,356 ",2020
President William Jefferson Clinton Birthplace Home NHS,"4,055",$243 ,4,$87 ,$164 ,$293 ,2020
Prince William Forest P,"333,902","$21,084 ",258,"$11,002 ","$18,476 ","$28,742 ",2020
Pu`uhonua O Honaunau NHP,"130,845","$7,839 ",88,"$3,679 ","$6,581 ","$10,177 ",2020
Puukohola Heiau NHS,"23,969","$1,436 ",16,$674 ,"$1,206 ","$1,864 ",2020
Rainbow Bridge NM,"3,572",$214 ,3,$76 ,$135 ,$240 ,2020
Redwood NP,"265,177","$17,311 ",235,"$7,085 ","$11,681 ","$20,548 ",2020
Richmond NBP,"179,599","$10,761 ",161,"$4,816 ","$8,406 ","$14,697 ",2020
Rio Grande W&SR,126,$109 ,2,$34 ,$64 ,$127 ,2020
River Raisin NB,"309,977","$18,572 ",262,"$9,191 ","$15,914 ","$26,216 ",2020
Rock Creek P,"1,768,153","$34,336 ",447,"$18,734 ","$31,692 ","$49,694 ",2020
Rocky Mountain NPa,"3,305,200","$224,393 ","3,190","$120,843 ","$208,088 ","$341,950 ",2020
Roger Williams NMEM,"13,970",$837 ,11,$458 ,$756 ,"$1,178 ",2020
Rosie the Riveter WWII Home Front NHP,"9,528",$571 ,7,$327 ,$518 ,$786 ,2020
Ross Lake NRA,"920,525","$41,436 ",415,"$18,611 ","$32,845 ","$49,180 ",2020
Russell Cave NM,"8,463",$507 ,8,$206 ,$349 ,$633 ,2020
Sagamore Hill NHS,"105,289","$6,308 ",72,"$3,456 ","$5,862 ","$8,679 ",2020
Saguaro NP,"762,226","$50,105 ",696,"$25,321 ","$44,102 ","$73,510 ",2020
Saint-Gaudens NHSa,"13,286",$676 ,9,$360 ,$620 ,$995 ,2020
Saint Croix Island IHS,"6,914",$414 ,6,$165 ,$289 ,$504 ,2020
Saint Croix NSR,"798,622","$35,470 ",498,"$17,142 ","$29,014 ","$49,102 ",2020
Saint Paul's Church NHS,"5,968",$358 ,4,$196 ,$333 ,$493 ,2020
Salem Maritime NHS,"125,554","$7,522 ",98,"$4,225 ","$6,925 ","$10,814 ",2020
Salinas Pueblo Missions NM,"26,983","$1,617 ",24,$693 ,"$1,181 ","$2,111 ",2020
Salt River Bay NHP&EP,"2,705",$162 ,2,$76 ,$136 ,$210 ,2020
San Antonio Missions NHPa,"1,141,353","$84,344 ","1,237","$42,405 ","$74,650 ","$125,848 ",2020
San Francisco Maritime NHP,"1,936,101","$49,204 ",494,"$23,705 ","$37,213 ","$56,610 ",2020
San Juan Island NHP,"426,336","$25,544 ",279,"$12,154 ","$21,833 ","$32,855 ",2020
San Juan NHS,"357,100","$21,395 ",240,"$10,041 ","$17,961 ","$27,775 ",2020
Sand Creek Massacre NHS,"4,215",$253 ,4,$64 ,$123 ,$256 ,2020
Santa Monica Mountains NRA,"733,576","$33,004 ",407,"$17,363 ","$28,205 ","$44,943 ",2020
Saratoga NHP,"73,825","$4,423 ",58,"$1,831 ","$3,305 ","$5,461 ",2020
Saugus Iron Works NHS,"16,928","$1,014 ",13,$569 ,$934 ,"$1,459 ",2020
Scotts Bluff NM,"181,900","$10,898 ",154,"$4,032 ","$7,013 ","$12,541 ",2020
Sequoia NPa,"796,085","$60,870 ",760,"$25,531 ","$42,592 ","$71,424 ",2020
Shenandoah NP,"1,666,265","$107,396 ","1,314","$54,482 ","$90,608 ","$141,577 ",2020
Shiloh NMP,"386,883","$23,180 ",355,"$8,116 ","$13,943 ","$26,835 ",2020
Sitka NHP,"115,494","$21,072 ",361,"$11,525 ","$17,568 ","$30,354 ",2020
Sleeping Bear Dunes NLa,"1,718,696","$192,691 ","2,625","$70,739 ","$134,399 ","$232,599 ",2020
Springfield Armory NHS,"1,032",$62 ,1,$32 ,$54 ,$84 ,2020
Statue of Liberty NM,"576,395","$34,534 ",402,"$19,136 ","$32,307 ","$48,112 ",2020
Steamtown NHSa,"27,320","$1,518 ",22,$758 ,"$1,238 ","$2,075 ",2020
Stones River NB,"301,270","$18,050 ",242,"$9,218 ","$15,194 ","$24,800 ",2020
Stonewall NMc,0,$0 ,0,$0 ,$0 ,$0 ,2020
Sunset Crater Volcano NM,"83,669","$5,013 ",70,"$1,767 ","$3,148 ","$5,634 ",2020
Tallgrass Prairie NPRES,"29,009","$1,738 ",26,$734 ,"$1,231 ","$2,233 ",2020
Thaddeus Kosciuszko NMEMc,0,$0 ,0,$0 ,$0 ,$0 ,2020
Theodore Roosevelt Birthplace NHS,"4,984",$299 ,3,$165 ,$280 ,$417 ,2020
Theodore Roosevelt Inaugural NHS,"5,098",$305 ,4,$127 ,$239 ,$394 ,2020
Theodore Roosevelt Island P,"153,599","$9,203 ",119,"$4,930 ","$8,205 ","$12,846 ",2020
Theodore Roosevelt NP,"551,304","$36,222 ",462,"$13,799 ","$23,317 ","$41,119 ",2020
Thomas Edison NHP,"7,605",$456 ,5,$254 ,$425 ,$636 ,2020
Thomas Jefferson MEM,"852,626","$16,557 ",214,"$9,025 ","$15,273 ","$23,894 ",2020
Thomas Stone NHS,"2,351",$141 ,2,$75 ,$125 ,$195 ,2020
Timpanogos Cave NM,"92,481","$5,541 ",86,"$2,786 ","$4,692 ","$8,240 ",2020
Timucuan EHP,"1,017,372","$60,955 ",920,"$28,723 ","$49,559 ","$85,633 ",2020
Tonto NM,"24,755","$1,483 ",21,$770 ,"$1,322 ","$2,199 ",2020
Tumacacori NHP,"23,726","$1,421 ",22,$563 ,"$1,008 ","$1,807 ",2020
Tuskegee Airmen NHS,"6,844",$410 ,6,$153 ,$267 ,$506 ,2020
Tuskegee Institute NHS,"4,737",$284 ,4,$106 ,$185 ,$350 ,2020
Tuzigoot NM,"78,358","$4,695 ",67,"$2,447 ","$4,185 ","$6,912 ",2020
Ulysses S Grant NHS,"15,236",$913 ,15,$471 ,$783 ,"$1,364 ",2020
Upper Delaware NSR&NRR,"250,198","$11,257 ",119,"$5,426 ","$9,129 ","$13,606 ",2020
Valles Caldera NPRESb,"30,435","$2,004 ",28,$853 ,"$1,481 ","$2,601 ",2020
Valley Forge NHPa,"2,012,832","$26,145 ",413,"$14,923 ","$24,181 ","$39,795 ",2020
Vanderbilt Mansion NHS,"217,231","$13,015 ",158,"$6,680 ","$11,228 ","$17,305 ",2020
Vicksburg NMP,"176,236","$10,559 ",170,"$4,318 ","$7,597 ","$14,085 ",2020
Vietnam Veterans MEM,"1,585,525","$30,790 ",398,"$16,783 ","$28,402 ","$44,433 ",2020
Virgin Islands NPa,"167,540","$24,126 ",292,"$11,904 ","$22,171 ","$34,218 ",2020
Voyageurs NP,"263,092","$21,474 ",310,"$8,123 ","$14,453 ","$26,221 ",2020
Waco Mammoth NM,"46,456","$2,783 ",40,"$1,135 ","$1,994 ","$3,493 ",2020
Walnut Canyon NM,"107,423","$6,436 ",90,"$2,269 ","$4,042 ","$7,233 ",2020
War in The Pacific NHP,"318,711","$19,095 ",214,"$8,962 ","$16,030 ","$24,789 ",2020
Washington Monument,"83,585","$1,623 ",21,$885 ,"$1,497 ","$2,342 ",2020
Washita Battlefield NHS,"12,520",$750 ,11,$248 ,$432 ,$843 ,2020
Weir Farm NHS,"25,431","$1,524 ",17,$832 ,"$1,411 ","$2,089 ",2020
Whiskeytown NRA,"805,294","$36,169 ",461,"$14,103 ","$22,773 ","$39,521 ",2020
White House,"114,519","$2,224 ",29,"$1,212 ","$2,051 ","$3,209 ",2020
White Sands NPa,"415,383","$22,487 ",309,"$8,235 ","$14,056 ","$26,050 ",2020
Whitman Mission NHS,"34,932","$2,093 ",26,$769 ,"$1,437 ","$2,392 ",2020
William Howard Taft NHS,"11,100",$665 ,10,$330 ,$552 ,$951 ,2020
Wilson's Creek NB,"287,261","$17,211 ",271,"$7,159 ","$11,977 ","$22,115 ",2020
Wind Cave NPa,"448,406","$37,468 ",546,"$16,339 ","$28,363 ","$50,993 ",2020
Wolf Trap National Park for the Performing Arts,"30,072","$1,802 ",24,$968 ,"$1,609 ","$2,526 ",2020
Women's Rights NHPa,"8,237",$612 ,8,$254 ,$486 ,$787 ,2020
World War II Memorial,"1,924,128","$37,365 ",483,"$20,367 ","$34,467 ","$53,922 ",2020
World War II Valor in the Pacific NMa,"415,542","$74,024 ",823,"$37,132 ","$72,368 ","$109,604 ",2020
Wrangell - St Elias NP&PRES,"16,655","$25,629 ",315,"$12,055 ","$22,571 ","$36,504 ",2020
Wright Brothers NMEM,"277,963","$16,654 ",249,"$6,935 ","$12,108 ","$21,495 ",2020
Wupatki NM,"146,074","$9,617 ",127,"$3,377 ","$6,079 ","$10,807 ",2020
Yellowstone NPa,"3,806,306","$444,226 ","6,110","$194,281 ","$325,551 ","$560,441 ",2020
Yosemite NPa,"2,268,313","$273,842 ","3,410","$122,220 ","$208,964 ","$346,676 ",2020
Yukon - Charley Rivers NPRES,666,$563 ,5,$235 ,$531 ,$797 ,2020
Zion NPa,"3,591,254","$207,909 ","3,464","$80,997 ","$142,615 ","$276,812 ",2020
Abraham Lincoln Birthplace NHP,"251,188","$16,352 ",250,"$8,167 ","$12,782 ","$23,813 ",2021
Acadia NPa,"4,069,098","$486,056 ","6,841","$236,009 ","$401,158 ","$702,038 ",2021
Adams NHP,"20,679","$1,346 ",17,$813 ,"$1,267 ","$2,047 ",2021
African Burial Ground NM,"9,167",$597 ,7,$356 ,$579 ,$877 ,2021
Agate Fossil Beds NMa,"18,264","$1,517 ",20,$471 ,$819 ,"$1,625 ",2021
Alagnak WRc,262,$12 ,0,$5 ,$8 ,$13 ,2021
Alibates Flint Quarries NM,"9,526",$620 ,9,$259 ,$409 ,$796 ,2021
Allegheny Portage Railroad NHS,"187,919","$12,233 ",177,"$6,557 ","$10,150 ","$17,947 ",2021
Amistad NRA,"1,091,897","$53,722 ",682,"$18,664 ","$29,635 ","$58,014 ",2021
Andersonville NHS,"45,084","$2,935 ",46,"$1,118 ","$1,914 ","$3,777 ",2021
Andrew Johnson NHS,"63,720","$4,148 ",59,"$1,933 ","$3,165 ","$5,749 ",2021
Aniakchak NM&PRESb,145,$319 ,4,$175 ,$284 ,$483 ,2021
Antietam NB,"110,544","$7,195 ",90,"$4,083 ","$6,636 ","$10,688 ",2021
Apostle Islands NLa,"290,961","$50,884 ",705,"$19,737 ","$33,758 ","$63,754 ",2021
Appomattox Court House NHP,"92,650","$6,031 ",87,"$2,587 ","$4,316 ","$7,995 ",2021
Arches NPa,"1,806,865","$236,999 ","3,229","$94,614 ","$160,803 ","$294,344 ",2021
Arkansas Post NMEM,"26,043","$1,696 ",23,$696 ,"$1,190 ","$2,171 ",2021
"Arlington House, The Robert E. Lee Memorial NMEMc","4,781",$311 ,4,$176 ,$288 ,$461 ,2021
Assateague Island NS,"2,662,716","$130,626 ","1,596","$53,542 ","$87,636 ","$155,441 ",2021
Aztec Ruins NM,"56,427","$3,673 ",49,"$1,302 ","$2,318 ","$4,404 ",2021
Badlands NP,"1,224,226","$88,287 ","1,193","$34,782 ","$61,008 ","$114,085 ",2021
Bandelier NM,"270,716","$18,963 ",254,"$7,852 ","$13,572 ","$24,794 ",2021
Belmont-Paul Women's Equality NMc,0,$0 ,0,$0 ,$0 ,$0 ,2021
Bent's Old Fort NHS,"21,585","$1,405 ",19,$592 ,"$1,018 ","$1,818 ",2021
Bering Land Bridge NPRES,"2,642","$4,306 ",61,"$2,359 ","$3,763 ","$6,444 ",2021
Big Bend NP,"581,220","$53,078 ",726,"$20,472 ","$32,565 ","$61,238 ",2021
Big Cypress NPRES,"2,563,810","$227,772 ","2,986","$116,395 ","$199,589 ","$338,156 ",2021
Big Hole NBa,"31,734","$2,498 ",32,$925 ,"$1,382 ","$2,768 ",2021
Big South Fork NRRAa,"834,724","$29,283 ",348,"$11,438 ","$18,581 ","$33,891 ",2021
Big Thicket NPRES,"290,837","$20,821 ",274,"$10,523 ","$16,519 ","$28,433 ",2021
Bighorn Canyon NRA,"219,505","$10,743 ",145,"$4,416 ","$6,748 ","$13,112 ",2021
Biscayne NP,"705,655","$50,551 ",658,"$25,625 ","$43,312 ","$73,538 ",2021
Black Canyon of the Gunnison NP,"308,910","$21,401 ",250,"$9,270 ","$15,505 ","$26,676 ",2021
Blue Ridge PKWYa,"15,948,148","$1,287,039 ","17,947","$530,834 ","$901,289 ","$1,675,447 ",2021
Bluestone NSRc,"26,710","$1,315 ",17,$512 ,$854 ,"$1,584 ",2021
Booker T Washington NM,"18,963","$1,234 ",19,$543 ,$911 ,"$1,708 ",2021
Boston African American NHS,"239,238","$15,574 ",196,"$9,425 ","$14,695 ","$23,734 ",2021
Boston Harbor Islands NRAc,"20,777","$1,023 ",12,$575 ,$895 ,"$1,450 ",2021
Boston NHPc,"1,098,210","$71,491 ",900,"$43,274 ","$67,457 ","$108,943 ",2021
Brown V Board of Education NHSc,"9,113",$593 ,9,$313 ,$518 ,$930 ,2021
Bryce Canyon NP,"2,104,600","$194,832 ","2,693","$78,801 ","$135,874 ","$252,003 ",2021
Buck Island Reef NM,"45,664","$3,187 ",31,"$1,418 ","$2,612 ","$3,982 ",2021
Buffalo NR,"1,515,874","$74,321 ",994,"$27,992 ","$47,616 ","$89,818 ",2021
Cabrillo NM,"683,613","$44,502 ",564,"$24,397 ","$38,361 ","$62,489 ",2021
Camp Nelson NM,"43,095","$2,805 ",43,"$1,303 ","$2,048 ","$3,875 ",2021
Canaveral NSa,"2,218,059","$89,972 ","1,168","$43,613 ","$74,117 ","$127,957 ",2021
Cane River Creole NHP,"14,984",$976 ,13,$380 ,$662 ,"$1,229 ",2021
Canyon De Chelly NMc,"184,191","$13,826 ",182,"$4,764 ","$8,535 ","$16,341 ",2021
Canyonlands NP,"911,594","$62,875 ",777,"$22,784 ","$38,827 ","$71,270 ",2021
Cape Cod NSa,"4,017,239","$547,135 ","6,709","$275,758 ","$449,823 ","$748,963 ",2021
Cape Hatteras NS,"3,206,056","$226,340 ","3,200","$92,079 ","$157,971 ","$293,968 ",2021
Cape Krusenstern NM,"12,162","$19,816 ",279,"$10,855 ","$17,315 ","$29,654 ",2021
Cape Lookout NS,"562,461","$27,621 ",357,"$9,927 ","$16,200 ","$30,694 ",2021
Capitol Reef NPa,"1,405,353","$113,355 ","1,361","$42,947 ","$74,236 ","$131,894 ",2021
Capulin Volcano NMa,"106,623","$3,596 ",45,"$1,177 ","$1,975 ","$3,750 ",2021
Carl Sandburg Home NHS,"47,846","$3,115 ",44,"$1,351 ","$2,275 ","$4,122 ",2021
Carlsbad Caverns NP,"349,244","$25,066 ",312,"$8,679 ","$14,898 ","$27,448 ",2021
Carter G. Woodson Home NHSc,0,$0 ,0,$0 ,$0 ,$0 ,2021
Casa Grande Ruins NM,"49,261","$3,207 ",44,"$1,725 ","$2,879 ","$4,958 ",2021
Castillo De San Marcos NM,"498,623","$32,460 ",469,"$15,138 ","$25,825 ","$46,257 ",2021
Castle Clinton NM,"1,665,660","$46,957 ",465,"$23,865 ","$37,939 ","$59,211 ",2021
Catoctin Mountain P,"520,339","$37,206 ",452,"$20,769 ","$33,758 ","$54,121 ",2021
Cedar Breaks NM,"772,886","$55,340 ",726,"$21,505 ","$36,862 ","$68,780 ",2021
Cesar E. Chavez NM,"9,164",$596 ,7,$345 ,$541 ,$872 ,2021
Chaco Culture NHP,"31,922","$2,062 ",28,$821 ,"$1,431 ","$2,631 ",2021
Chamizal NMEM,"19,600","$1,275 ",19,$534 ,$849 ,"$1,656 ",2021
Channel Islands NP,"319,252","$21,278 ",254,"$12,373 ","$19,516 ","$31,155 ",2021
Charles Pinckney NHS,"24,854","$1,618 ",21,$705 ,"$1,220 ","$2,103 ",2021
Charles Young Buffalo Soldiers NM,"8,110",$528 ,8,$256 ,$404 ,$734 ,2021
Chattahoochee River NRA,"3,256,151","$160,343 ","2,168","$81,410 ","$135,817 ","$235,592 ",2021
Chesapeake & Ohio Canal NHP,"5,005,217","$104,456 ","1,364","$59,764 ","$98,617 ","$160,941 ",2021
Chickamauga & Chattanooga NMP,"945,390","$61,521 ",881,"$25,547 ","$41,984 ","$78,685 ",2021
Chickasaw NRAa,"1,517,102","$28,756 ",267,"$7,444 ","$12,063 ","$24,164 ",2021
Chiricahua NM,"53,413","$3,469 ",42,"$1,205 ","$2,045 ","$3,727 ",2021
Christiansted NHS,"91,200","$5,937 ",61,"$2,766 ","$4,967 ","$7,653 ",2021
City of Rocks NRES,"97,376","$6,339 ",84,"$2,400 ","$4,083 ","$7,539 ",2021
Clara Barton NHSc,0,$0 ,0,$0 ,$0 ,$0 ,2021
Colonial NHPa,"3,114,420","$336,833 ","5,039","$143,481 ","$245,082 ","$453,114 ",2021
Colorado NM,"499,841","$34,948 ",453,"$13,699 ","$23,700 ","$43,630 ",2021
Congaree NPa,"215,181","$12,311 ",145,"$4,727 ","$8,416 ","$14,808 ",2021
Coronado NMEM,"129,758","$8,447 ",112,"$3,776 ","$6,276 ","$11,087 ",2021
Cowpens NB,"204,811","$14,703 ",204,"$7,390 ","$12,256 ","$21,391 ",2021
Crater Lake NP,"647,751","$61,964 ",887,"$33,579 ","$51,661 ","$90,509 ",2021
